1,1,1376,485,37,28,0,11,1.0
3,1,1382,487,38,29,0,11,1.0
5,1,1389,490,38,29,0,11,1.0
7,1,1396,492,39,30,0,11,1.0
9,1,1403,495,39,30,0,11,1.0
11,1,1410,498,40,31,0,11,1.0
13,1,1416,497,40,31,0,11,1.0
15,1,1422,497,40,31,0,11,1.0
17,1,1429,496,39,31,0,11,1.0
19,1,1435,496,39,31,0,11,1.0
21,1,1442,496,39,31,0,11,1.0
23,1,1448,499,40,32,0,11,1.0
25,1,1454,503,41,32,0,11,1.0
27,1,1461,507,42,32,0,11,1.0
29,1,1467,511,43,32,0,11,1.0
31,1,1474,515,44,33,0,11,1.0
33,1,1476,508,45,36,0,11,1.0
35,1,1488,509,46,36,0,11,1.0
37,1,1496,503,47,34,0,11,1.0
39,1,1505,497,48,33,0,11,1.0
42,1,1516,501,47,35,0,11,1.0
44,1,1524,504,47,36,0,11,1.0
46,1,1532,506,46,38,0,11,1.0
48,1,1540,509,45,39,0,11,1.0
50,1,1548,510,45,40,0,11,1.0
52,1,1556,510,47,40,0,11,1.0
54,1,1565,510,48,41,0,11,1.0
56,1,1574,509,49,42,0,11,1.0
58,1,1582,509,51,42,0,11,1.0
60,1,1589,509,52,44,0,11,1.0
62,1,1593,510,54,45,0,11,1.0
64,1,1597,511,57,46,0,11,1.0
66,1,1601,513,59,47,0,11,1.0
68,1,1605,514,62,48,0,11,1.0
70,1,1609,515,64,49,0,11,1.0
72,1,1614,515,64,50,0,11,1.0
74,1,1618,514,64,51,0,11,1.0
76,1,1622,514,63,51,0,11,1.0
78,1,1626,513,63,52,0,11,1.0
80,1,1627,513,64,53,0,11,1.0
82,1,1627,515,65,53,0,11,1.0
84,1,1626,516,67,54,0,11,1.0
86,1,1626,517,67,55,0,11,1.0
89,1,1625,519,70,56,0,11,1.0
91,1,1625,521,71,57,0,11,1.0
93,1,1625,522,71,58,0,11,1.0
95,1,1625,524,71,58,0,11,1.0
97,1,1625,525,71,60,0,11,1.0
99,1,1625,527,71,60,0,11,1.0
101,1,1625,529,71,61,0,11,1.0
103,1,1623,530,71,61,0,11,1.0
105,1,1621,531,72,61,0,11,1.0
107,1,1620,533,72,60,0,11,1.0
109,1,1618,534,73,60,0,11,1.0
111,1,1617,536,73,60,0,11,1.0
113,1,1615,536,74,60,0,11,1.0
115,1,1613,536,75,60,0,11,1.0
117,1,1612,536,76,60,0,11,1.0
119,1,1610,536,77,60,0,11,1.0
121,1,1609,536,78,61,0,11,1.0
123,1,1607,536,78,62,0,11,1.0
125,1,1606,536,78,64,0,11,1.0
127,1,1604,536,79,66,0,11,1.0
129,1,1603,536,79,67,0,11,1.0
131,1,1601,536,80,69,0,11,1.0
133,1,1600,536,80,71,0,11,1.0
135,1,1598,536,81,72,0,11,1.0
137,1,1597,536,81,74,0,11,1.0
139,1,1595,536,82,76,0,11,1.0
141,1,1594,536,82,78,0,11,1.0
143,1,1593,538,84,78,0,11,1.0
145,1,1593,540,86,79,0,11,1.0
147,1,1593,542,88,79,0,11,1.0
149,1,1593,544,90,80,0,11,1.0
151,1,1593,547,92,80,0,11,1.0
153,1,1592,545,93,81,0,11,1.0
155,1,1591,544,95,82,0,11,1.0
157,1,1590,543,96,82,0,11,1.0
159,1,1589,542,98,83,0,11,1.0
161,1,1589,541,99,84,0,11,1.0
163,1,1592,541,103,86,0,11,1.0
165,1,1596,542,106,88,0,11,1.0
167,1,1600,542,109,90,0,11,1.0
169,1,1604,543,112,92,0,11,1.0
171,1,1608,544,115,94,0,11,1.0
173,1,1614,546,118,97,0,11,1.0
175,1,1620,548,122,101,0,11,1.0
177,1,1626,550,126,104,0,11,1.0
179,1,1632,552,130,108,0,11,1.0
181,1,1638,555,134,111,0,11,1.0
183,1,1650,556,138,114,0,11,1.0
185,1,1663,557,142,117,0,11,1.0
187,1,1675,559,146,119,0,11,1.0
189,1,1688,560,150,122,0,11,1.0
191,1,1701,562,154,124,0,11,1.0
193,1,1720,566,152,125,0,11,1.0
195,1,1739,570,150,127,0,11,1.0
197,1,1758,574,148,128,0,11,1.0
199,1,1777,578,146,130,0,11,1.0
1,2,1371,518,33,95,1,1,0.67647
3,2,1379,514,32,93,1,1,0.64829
5,2,1387,519,33,100,1,1,0.64123
7,2,1392,524,34,100,1,1,0.65714
9,2,1397,536,34,100,1,1,0.65714
11,2,1401,543,33,96,1,1,0.70588
13,2,1405,537,35,98,1,1,0.72222
15,2,1410,535,36,99,1,1,0.72973
17,2,1416,535,37,101,1,1,0.73684
19,2,1422,536,38,102,1,1,0.71795
21,2,1428,537,39,104,1,1,0.725
23,2,1433,538,40,107,1,1,0.73171
25,2,1439,540,40,110,1,1,0.7561
27,2,1444,544,41,113,1,1,0.78571
29,2,1450,550,42,115,1,1,0.7907
31,2,1456,556,44,117,1,1,0.77778
33,2,1464,550,44,119,1,1,0.75556
35,2,1472,545,45,120,1,1,0.7359
37,2,1480,540,45,121,1,1,0.73913
39,2,1487,539,47,122,1,1,0.75
42,2,1499,543,48,125,1,1,0.7551
44,2,1508,548,48,127,1,1,0.7551
46,2,1516,552,50,129,1,1,0.76471
48,2,1525,557,50,131,1,1,0.76471
50,2,1534,560,51,135,1,1,0.76923
52,2,1544,560,52,138,1,1,0.77358
54,2,1554,558,52,140,1,1,0.77358
56,2,1564,556,52,142,1,1,0.79245
58,2,1574,554,53,144,1,1,0.7963
60,2,1584,552,53,146,1,1,0.78672
62,2,1594,550,53,148,1,1,0.76423
64,2,1603,553,54,149,1,1,0.77515
66,2,1612,560,54,151,1,1,0.79545
68,2,1621,565,54,153,1,1,0.8
70,2,1628,567,55,157,1,1,0.80357
72,2,1635,570,56,161,1,1,0.80702
74,2,1642,573,57,165,1,1,1.0
76,2,1650,576,58,169,1,1,1.0
78,2,1654,577,60,171,1,1,1.0
80,2,1658,578,63,174,1,1,1.0
82,2,1662,579,66,177,1,1,1.0
84,2,1666,580,69,180,1,1,1.0
86,2,1670,584,71,183,1,1,1.0
89,2,1676,591,75,186,1,1,1.0
91,2,1680,596,78,189,1,1,1.0
93,2,1685,600,79,191,1,1,1.0
95,2,1691,603,80,195,1,1,1.0
97,2,1697,606,80,199,1,1,1.0
99,2,1703,609,80,203,1,1,1.0
101,2,1710,613,79,206,1,1,1.0
103,2,1714,616,81,210,1,1,1.0
105,2,1718,620,83,213,1,1,1.0
107,2,1722,623,86,218,1,1,1.0
109,2,1726,627,88,221,1,1,1.0
111,2,1731,631,90,225,1,1,1.0
113,2,1736,633,93,231,1,1,1.0
115,2,1741,635,96,237,1,1,1.0
117,2,1747,637,98,243,1,1,1.0
119,2,1752,639,101,249,1,1,1.0
121,2,1758,642,103,254,1,1,1.0
123,2,1764,645,106,259,1,1,1.0
125,2,1771,648,109,264,1,1,1.0
127,2,1778,651,112,270,1,1,1.0
129,2,1785,654,115,275,1,1,1.0
131,2,1792,657,118,281,1,1,1.0
133,2,1802,665,117,288,1,1,1.0
135,2,1812,673,117,296,1,1,0.92373
137,2,1823,677,117,304,1,1,0.83051
139,2,1835,679,118,310,1,1,0.72269
141,2,1847,681,119,317,1,1,0.61667
143,2,1860,687,128,318,1,1,0.47287
145,2,1873,693,137,319,1,1,0.34783
1,3,1391,474,10,148,0,10,0.80537
3,3,1399,468,10,152,0,10,0.80392
5,3,1406,471,11,154,0,10,0.80645
7,3,1413,481,11,157,0,10,0.8038
9,3,1419,491,11,159,0,10,0.80625
11,3,1425,494,11,162,0,10,0.80368
13,3,1431,490,11,166,0,10,0.80838
15,3,1437,487,11,169,0,10,0.81176
17,3,1444,483,10,172,0,10,0.81503
19,3,1450,480,10,175,0,10,0.81818
21,3,1457,477,10,178,0,10,0.82123
23,3,1463,480,10,182,0,10,0.81967
25,3,1470,484,10,185,0,10,0.82258
27,3,1477,488,10,188,0,10,0.8254
29,3,1484,492,10,191,0,10,0.82812
31,3,1491,496,10,194,0,10,0.82564
33,3,1498,491,11,197,0,10,0.81313
35,3,1506,486,11,200,0,10,0.81592
37,3,1514,481,11,203,0,10,0.82843
39,3,1522,476,11,206,0,10,0.83575
42,3,1534,472,11,211,0,10,0.83019
44,3,1542,474,11,215,0,10,0.8287
46,3,1550,477,11,218,0,10,0.82192
48,3,1558,480,11,220,0,10,0.819
50,3,1566,482,11,224,0,10,0.81778
52,3,1574,482,11,226,0,10,0.81938
54,3,1581,480,11,228,0,10,0.81659
56,3,1589,477,10,231,0,10,0.81466
58,3,1597,475,10,233,0,10,0.81624
60,3,1605,473,10,235,0,10,0.80932
62,3,1612,472,10,238,0,10,0.80753
64,3,1618,474,10,241,0,10,0.80579
66,3,1624,476,10,245,0,10,0.80488
68,3,1630,477,10,249,0,10,0.804
70,3,1636,479,10,252,0,10,0.80237
72,3,1641,479,10,256,0,10,0.80156
74,3,1643,478,10,259,0,10,0.16538
