1,0,16.81,147.50,74.12,191.00,1
1,1,121.12,158.00,80.00,169.50,1
3,0,20.41,143.68,75.24,196.26,1
3,1,128.94,156.06,76.36,171.50,1
3,2,247.00,196.25,24.00,63.25,1
3,3,235.88,191.88,14.50,63.25,1
5,0,31.87,146.12,76.31,200.33,1
5,1,140.16,155.82,81.02,180.00,1
5,2,243.23,197.65,21.66,64.32,1
5,3,235.88,191.88,14.50,63.25,1
5,4,261.00,200.62,26.00,62.88,1
5,5,218.62,202.12,22.25,61.88,1
5,6,288.50,201.00,22.50,45.25,1
5,7,330.25,213.12,11.50,32.75,1
7,0,39.66,140.74,76.90,207.28,1
7,1,147.84,149.91,85.12,188.39,1
7,2,238.80,201.06,20.67,61.38,1
7,3,227.58,193.63,23.84,74.61,1
7,4,254.39,197.49,23.73,63.77,1
7,5,218.62,202.12,22.25,61.88,1
7,6,296.92,205.41,17.66,40.44,1
7,7,330.25,213.12,11.50,32.75,1
7,8,275.00,200.12,25.00,63.62,1
7,9,342.25,196.88,24.50,50.25,1
9,0,44.48,133.13,80.87,218.82,1
9,1,158.09,149.21,87.13,194.65,1
9,2,234.39,204.54,19.63,58.28,1
9,3,224.40,193.08,26.57,83.15,1
9,4,240.37,200.27,25.90,65.68,1
9,5,218.62,202.12,22.25,61.88,1
9,6,309.66,212.06,14.56,37.03,1
9,7,330.25,213.12,11.50,32.75,1
9,8,268.46,200.08,22.58,63.34,1
9,9,342.25,196.88,24.50,50.25,1
9,10,287.00,198.88,25.50,67.62,1
9,11,388.50,199.00,26.50,56.25,1
11,0,53.16,130.06,84.37,226.63,1
11,1,169.44,146.49,91.04,201.38,1
11,2,230.00,208.11,18.53,55.02,1
11,3,221.35,192.93,29.04,90.89,1
11,4,228.14,202.23,26.37,66.89,1
11,5,218.62,202.12,22.25,61.88,1
11,6,321.64,220.89,11.08,28.18,1
11,7,324.82,205.93,14.85,44.90,1
11,8,256.80,199.90,25.68,66.04,1
11,9,342.25,196.88,24.50,50.25,1
11,10,285.90,199.63,21.20,62.99,1
11,11,388.50,199.00,26.50,56.25,1
11,12,302.00,198.25,25.50,68.50,1
11,13,142.00,195.12,30.50,69.38,1
11,14,453.00,197.38,23.50,31.75,1
11,15,584.50,197.00,25.00,25.00,1
13,0,64.75,130.28,87.00,234.46,1
13,1,184.25,146.28,95.40,208.45,1
13,2,225.66,211.78,17.36,51.55,1
13,3,218.40,193.08,31.32,98.02,1
13,4,215.91,204.20,26.84,68.08,1
13,5,218.62,202.12,22.25,61.88,1
13,6,334.52,232.03,5.79,14.73,1
13,7,321.52,198.88,21.88,65.12,1
13,8,246.77,199.91,26.39,67.86,1
13,9,339.92,208.22,15.16,41.80,1
13,10,276.11,202.36,23.45,65.24,1
13,11,388.50,199.00,26.50,56.25,1
13,12,303.31,203.70,21.38,62.48,1
13,13,142.00,195.12,30.50,69.38,1
13,14,453.00,197.38,23.50,31.75,1
13,15,584.50,197.00,25.00,25.00,1
13,16,161.62,196.62,28.75,71.38,1
13,17,389.50,217.88,11.00,33.00,1
13,18,0.03,225.25,19.62,68.00,1
15,0,81.20,128.83,89.06,241.24,1
15,1,203.39,145.57,99.37,215.64,1
15,2,221.35,215.58,16.11,47.82,1
15,3,215.53,193.47,33.45,104.67,1
15,4,203.69,206.19,27.30,69.25,1
15,5,218.62,202.12,22.25,61.88,1
15,6,344.76,236.44,5.79,14.73,1
15,7,323.95,196.61,23.42,71.73,1
15,8,236.75,199.95,27.08,69.63,1
15,9,338.89,214.19,12.56,34.62,1
15,10,268.58,205.67,23.14,64.38,1
15,11,388.50,199.00,26.50,56.25,1
15,12,298.20,202.46,22.57,65.47,1
15,13,142.00,195.12,30.50,69.38,1
15,14,453.00,197.38,23.50,31.75,1
15,15,584.50,197.00,25.00,25.00,1
15,16,161.62,196.62,28.75,71.38,1
15,17,389.50,217.88,11.00,33.00,1
15,18,0.03,225.25,19.62,68.00,1
15,19,183.00,197.00,27.75,70.75,1
15,20,345.75,201.50,28.50,69.50,1
15,21,0.12,150.38,43.38,154.12,1
17,0,87.50,125.82,91.15,247.35,1
17,1,215.61,140.24,104.92,223.86,1
17,3,212.72,194.06,35.44,110.92,1
17,4,190.22,192.96,28.11,71.82,1
17,6,355.00,240.85,5.79,14.73,1
17,7,331.50,193.28,24.52,74.16,1
17,8,226.74,200.00,27.75,71.35,1
17,9,338.21,221.13,9.25,25.49,1
17,10,261.05,208.97,22.83,63.51,1
17,11,388.50,199.00,26.50,56.25,1
17,12,294.67,204.02,21.94,63.66,1
17,13,142.00,195.12,30.50,69.38,1
17,14,453.00,197.38,23.50,31.75,1
17,15,584.50,197.00,25.00,25.00,1
17,16,161.62,196.62,28.75,71.38,1
17,17,389.50,217.88,11.00,33.00,1
17,18,0.03,225.25,19.62,68.00,1
17,19,183.00,197.00,27.75,70.75,1
17,20,351.82,193.90,27.35,71.21,1
17,21,1.74,141.19,52.06,157.62,1
17,22,304.75,195.25,25.50,70.25,1
19,0,84.78,120.74,94.92,256.03,1
19,1,219.00,134.62,110.10,232.65,1
19,4,177.70,191.41,28.63,73.17,1
19,6,365.24,245.26,5.79,14.73,1
19,7,334.98,190.63,26.12,79.01,1
19,8,216.73,200.08,28.41,73.04,1
19,9,338.68,231.23,3.64,10.04,1
19,10,253.52,212.29,22.51,62.63,1
19,11,388.50,199.00,26.50,56.25,1
19,12,291.16,205.60,21.30,61.80,1
19,13,142.00,195.12,30.50,69.38,1
19,14,453.00,197.38,23.50,31.75,1
19,15,584.50,197.00,25.00,25.00,1
19,16,161.62,196.62,28.75,71.38,1
19,17,389.50,217.88,11.00,33.00,1
19,18,0.03,225.25,19.62,68.00,1
19,19,194.36,190.23,29.28,73.30,1
19,20,357.43,187.46,27.12,70.60,1
19,21,0.46,135.89,53.60,159.36,1
19,22,310.55,192.35,26.39,72.04,1
19,23,341.25,189.00,20.00,26.75,1
19,24,355.50,181.62,20.50,31.50,1
19,25,369.50,195.38,17.50,17.75,1
19,26,140.75,113.88,42.25,127.50,1
21,0,75.48,113.23,99.75,267.95,1
21,1,217.30,129.54,114.64,243.00,1
21,4,165.20,189.87,29.15,74.49,1
21,7,338.50,188.12,27.64,83.58,1
21,8,206.74,200.18,29.05,74.69,1
21,9,336.35,233.60,3.64,10.04,1
21,10,246.00,215.61,22.19,61.73,1
21,12,287.65,207.21,20.64,59.89,1
21,13,142.00,195.12,30.50,69.38,1
21,14,453.00,197.38,23.50,31.75,1
21,15,584.50,197.00,25.00,25.00,1
21,16,161.62,196.62,28.75,71.38,1
21,17,389.50,217.88,11.00,33.00,1
21,18,0.03,225.25,19.62,68.00,1
21,19,193.36,188.58,28.46,71.95,1
21,20,363.04,181.02,26.89,69.99,1
21,21,-2.04,135.67,48.20,153.97,1
21,22,316.42,189.33,27.14,74.09,1
21,23,341.25,189.00,20.00,26.75,1
21,24,355.50,181.62,20.50,31.50,1
21,25,369.50,195.38,17.50,17.75,1
21,26,135.43,102.29,47.14,141.60,1
21,27,41.97,184.62,25.84,72.12,1
23,0,69.02,109.02,105.32,282.03,1
23,1,214.78,127.43,119.05,253.35,1
23,4,152.70,188.35,29.65,75.78,1
23,7,342.06,185.73,29.07,87.91,1
23,8,200.52,191.88,25.94,70.90,1
23,9,334.01,235.98,3.64,10.04,1
23,10,238.48,218.93,21.86,60.82,1
23,12,284.16,208.85,19.96,57.91,1
23,16,161.62,196.62,28.75,71.38,1
23,17,389.50,217.88,11.00,33.00,1
23,18,0.03,225.25,19.62,68.00,1
23,19,194.61,185.98,28.56,72.22,1
23,20,368.65,174.59,26.65,69.38,1
23,21,-1.35,136.23,48.05,157.65,1
23,22,322.30,186.34,27.87,76.09,1
23,23,341.25,189.00,20.00,26.75,1
23,24,355.50,181.62,20.50,31.50,1
23,25,369.50,195.38,17.50,17.75,1
23,26,138.46,102.45,45.70,141.71,1
23,27,47.88,187.57,24.84,71.23,1
25,0,63.99,105.48,111.63,297.58,1
25,1,221.72,125.50,119.85,264.77,1
25,4,140.20,186.84,30.15,77.06,1
25,7,345.66,183.45,30.43,92.04,1
25,8,191.06,190.56,26.17,71.52,1
25,12,280.68,210.53,19.26,55.86,1
25,19,195.86,183.38,28.67,72.48,1
25,20,374.27,168.15,26.41,68.76,1
25,21,-1.92,139.65,45.77,158.63,1
25,22,328.18,183.37,28.58,78.03,1
25,23,341.25,189.00,20.00,26.75,1
25,24,355.50,181.62,20.50,31.50,1
25,25,369.50,195.38,17.50,17.75,1
25,26,141.86,102.10,46.05,145.19,1
25,27,53.61,191.04,24.17,69.30,1
27,0,57.67,99.10,117.85,313.37,1
