1,0,0.38,14.62,346.12,1054.88,1
1,1,547.12,265.50,95.25,322.50,1
1,2,399.75,279.38,116.25,317.25,1
1,3,870.00,151.31,234.00,631.69,1
1,4,1048.50,292.88,93.00,336.75,1
1,5,870.00,255.56,84.00,298.69,1
1,6,796.50,330.19,42.00,114.94,1
1,7,742.12,323.25,41.62,129.00,1
1,8,1666.50,529.50,63.00,166.50,1
1,9,1738.50,529.12,105.00,116.25,1
1,10,696.75,339.38,42.00,111.00,1
1,11,1627.50,331.88,51.00,37.50,1
1,12,770.25,334.50,25.50,87.75,1
1,13,1184.25,371.25,46.50,180.00,1
1,14,1792.50,330.19,36.00,35.81,1
3,0,-1.41,10.50,337.33,1051.88,1
3,1,536.73,263.24,95.79,328.33,1
3,2,386.47,272.79,119.56,323.67,1
3,3,872.24,151.61,223.52,621.16,1
3,4,1037.86,266.79,100.78,367.18,1
3,5,863.98,254.69,84.04,299.12,1
3,6,791.29,329.14,41.92,114.22,1
3,7,734.84,321.12,42.31,133.25,1
3,8,1669.53,536.54,62.93,165.93,1
3,9,1738.37,535.27,108.25,120.46,1
3,10,694.10,335.62,40.55,111.76,1
3,11,1627.50,331.88,51.00,37.50,1
3,12,770.25,334.50,25.50,87.75,1
3,13,1184.25,371.25,46.50,180.00,1
3,14,1792.50,330.19,36.00,35.81,1
3,15,829.50,337.12,31.50,105.00,1
5,0,-4.05,15.58,319.18,1031.52,1
5,1,526.76,259.43,96.89,336.38,1
5,2,372.58,269.36,118.43,326.07,1
5,3,881.83,162.29,208.24,612.12,1
5,4,1042.01,247.51,95.95,382.58,1
5,5,859.31,254.90,84.22,300.93,1
5,6,787.17,326.91,41.07,113.57,1
5,7,729.39,316.32,42.53,135.62,1
5,8,1671.05,537.23,63.07,166.72,1
5,9,1735.06,537.97,100.91,116.71,1
5,10,688.37,332.49,40.30,116.23,1
5,11,1624.31,343.08,45.38,34.03,1
5,12,770.25,334.50,25.50,87.75,1
5,13,1184.25,371.25,46.50,180.00,1
5,14,1789.56,338.94,35.87,35.38,1
5,15,829.86,335.71,29.27,103.15,1
5,16,1368.00,319.69,40.50,53.44,1
5,17,1851.00,336.75,30.00,40.50,1
7,0,-6.58,81.17,289.41,971.38,1
7,1,516.72,257.07,99.54,343.56,1
7,2,356.89,263.57,122.56,335.64,1
7,3,889.05,170.39,194.62,604.69,1
7,4,1040.65,243.50,91.88,390.49,1
7,5,855.40,256.30,84.36,302.87,1
7,6,783.14,327.81,40.16,114.21,1
7,7,724.60,316.25,40.37,129.54,1
7,8,1671.12,539.86,63.31,168.57,1
7,9,1746.17,536.67,122.63,128.81,1
7,10,684.30,331.17,39.58,117.45,1
7,11,1619.39,345.11,46.59,34.94,1
7,12,759.73,332.45,26.67,98.78,1
7,13,1184.25,371.25,46.50,180.00,1
7,14,1787.93,341.40,36.14,36.12,1
7,15,831.62,336.23,28.51,101.13,1
7,16,1365.92,321.34,40.16,52.00,1
7,17,1849.20,341.50,27.61,39.06,1
9,0,-10.32,125.37,255.41,913.48,1
9,1,506.40,257.77,102.36,351.22,1
9,2,344.43,262.61,124.56,340.98,1
9,3,885.84,169.42,186.53,597.36,1
9,4,1034.97,245.13,89.44,396.10,1
9,5,857.40,266.79,79.03,292.68,1
9,6,779.51,329.46,39.66,114.61,1
9,7,719.78,318.58,41.08,131.00,1
9,8,1675.91,542.59,63.36,169.44,1
9,9,1749.58,540.21,134.11,132.91,1
9,10,679.70,333.96,38.69,116.99,1
9,11,1629.10,351.74,38.04,32.23,1
9,12,757.25,333.17,24.58,78.19,1
9,13,1184.25,371.25,46.50,180.00,1
9,14,1785.26,347.91,35.99,35.73,1
9,15,833.01,336.84,28.79,105.18,1
9,16,1362.81,324.84,40.47,52.71,1
9,17,1847.32,347.41,25.35,38.30,1
9,18,1830.00,346.69,24.00,39.56,1
11,0,-14.40,166.28,217.26,852.55,1
11,1,496.55,255.67,105.33,359.63,1
11,2,332.02,263.69,127.88,347.72,1
11,3,877.56,165.79,184.67,605.59,1
11,4,1030.95,246.04,87.93,401.35,1
11,5,859.05,268.31,75.96,291.83,1
11,6,775.56,330.73,41.30,116.86,1
11,7,715.22,320.94,43.18,134.38,1
11,8,1680.08,544.82,64.71,171.70,1
11,9,1755.96,541.67,140.25,138.99,1
11,10,675.24,337.91,38.94,118.53,1
11,11,1631.99,356.10,33.21,30.05,1
11,12,749.58,333.40,28.20,95.74,1
11,13,1184.25,371.25,46.50,180.00,1
11,14,1784.67,351.57,35.92,35.51,1
