2,1,1019.00,433.00,39.00,108.00,1,1,1,1
2,2,1254.00,449.00,38.00,97.00,1,1,1,1
2,3,1337.00,419.00,170.00,368.00,1,1,1,1
2,4,472.00,443.00,88.00,263.00,1,1,1,1
2,5,583.00,448.00,91.00,257.00,1,1,1,1
2,6,1055.00,480.00,38.00,112.00,1,1,1,1
2,7,840.00,475.00,47.00,73.00,1,1,1,1
2,8,1088.00,485.00,34.00,112.00,1,1,1,1
2,9,375.00,448.00,40.00,97.00,1,1,1,1
2,10,1098.00,440.00,43.00,109.00,1,1,1,1
2,11,729.00,484.00,35.00,76.00,1,1,1,1
2,12,545.00,456.00,37.00,96.00,1,1,1,1
2,13,1417.00,413.00,194.00,353.00,1,1,1,1
2,14,936.00,439.00,42.00,102.00,1,1,1,1
2,15,974.00,456.00,31.00,89.00,1,1,1,1
2,16,677.00,487.00,52.00,103.00,1,1,1,1
2,18,599.00,425.00,16.00,40.00,1,1,1,1
2,21,980.00,458.00,24.00,61.00,1,1,1,1
4,1,1019.00,435.00,39.00,107.00,1,1,1,1
4,2,1253.00,449.00,40.00,101.00,1,1,1,1
4,3,1347.00,420.00,175.00,378.00,1,1,1,1
4,4,469.00,442.00,91.00,272.00,1,1,1,1
4,5,581.00,454.00,92.00,261.00,1,1,1,1
4,6,1056.00,479.00,37.00,112.00,1,1,1,1
4,7,838.00,472.00,48.00,73.00,1,1,1,1
4,8,1087.00,485.00,35.00,113.00,1,1,1,1
4,9,374.00,449.00,42.00,99.00,1,1,1,1
4,10,1098.00,442.00,43.00,109.00,1,1,1,1
4,11,731.00,487.00,33.00,69.00,1,1,1,1
4,12,547.00,457.00,39.00,101.00,1,1,1,1
4,13,1423.00,425.00,193.00,353.00,1,1,1,1
4,14,936.00,440.00,41.00,101.00,1,1,1,1
4,15,975.00,457.00,32.00,90.00,1,1,1,1
4,16,673.00,482.00,59.00,117.00,1,1,1,1
4,18,598.00,427.00,16.00,40.00,1,1,1,1
4,21,978.00,457.00,26.00,66.00,1,1,1,1
6,1,1020.00,434.00,39.00,108.00,1,1,1,1
6,2,1255.00,450.00,39.00,101.00,1,1,1,1
6,3,1357.00,414.00,181.00,395.00,1,1,1,1
6,4,480.00,451.00,84.00,250.00,1,1,1,1
6,5,580.00,455.00,88.00,251.00,1,1,1,1
6,6,1057.00,480.00,38.00,114.00,1,1,1,1
6,7,839.00,472.00,46.00,72.00,1,1,1,1
6,8,1087.00,485.00,35.00,113.00,1,1,1,1
6,9,375.00,448.00,41.00,99.00,1,1,1,1
6,10,1098.00,442.00,41.00,105.00,1,1,1,1
6,11,732.00,487.00,32.00,69.00,1,1,1,1
6,12,550.00,459.00,38.00,100.00,1,1,1,1
6,13,1433.00,419.00,193.00,352.00,1,1,1,1
6,14,931.00,436.00,45.00,111.00,1,1,1,1
6,15,976.00,458.00,32.00,92.00,1,1,1,1
6,16,675.00,486.00,56.00,110.00,1,1,1,1
6,18,597.00,424.00,18.00,46.00,1,1,1,1
6,21,981.00,456.00,25.00,67.00,1,1,1,1
6,23,418.00,463.00,30.00,79.00,1,1,1,1
6,25,640.00,456.00,60.00,189.00,1,1,1,1
8,1,1017.00,439.00,36.00,103.00,1,1,1,1
8,2,1254.00,450.00,39.00,100.00,1,1,1,1
8,3,1374.00,417.00,170.00,372.00,1,1,1,1
8,4,477.00,446.00,89.00,264.00,1,1,1,1
8,5,580.00,446.00,91.00,258.00,1,1,1,1
8,6,1055.00,481.00,37.00,111.00,1,1,1,1
8,7,839.00,473.00,47.00,72.00,1,1,1,1
8,8,1090.00,485.00,34.00,112.00,1,1,1,1
8,9,374.00,449.00,41.00,99.00,1,1,1,1
8,10,1101.00,444.00,39.00,102.00,1,1,1,1
8,11,733.00,490.00,31.00,66.00,1,1,1,1
8,12,552.00,459.00,40.00,104.00,1,1,1,1
8,13,1455.00,424.00,190.00,352.00,1,1,1,1
8,14,930.00,435.00,45.00,109.00,1,1,1,1
8,15,976.00,459.00,33.00,93.00,1,1,1,1
8,16,679.00,495.00,51.00,100.00,1,1,1,1
8,18,596.00,423.00,19.00,48.00,1,1,1,1
8,21,983.00,455.00,26.00,66.00,1,1,1,1
8,23,417.00,458.00,32.00,86.00,1,1,1,1
8,25,641.00,452.00,62.00,193.00,1,1,1,1
9,1,1020.00,440.00,35.00,97.00,1,1,1,1
9,2,1255.00,452.00,37.00,95.00,1,1,1,1
9,3,1388.00,422.00,169.00,371.00,1,1,1,1
9,4,477.00,444.00,90.00,267.00,1,1,1,1
9,5,583.00,451.00,91.00,259.00,1,1,1,1
9,6,1055.00,481.00,37.00,113.00,1,1,1,1
9,7,837.00,472.00,49.00,74.00,1,1,1,1
9,8,1089.00,484.00,34.00,111.00,1,1,1,1
9,9,373.00,447.00,42.00,100.00,1,1,1,1
9,10,1098.00,445.00,39.00,102.00,1,1,1,1
9,11,730.00,483.00,34.00,73.00,1,1,1,1
9,12,554.00,460.00,40.00,105.00,1,1,1,1
9,13,1465.00,422.00,186.00,352.00,1,1,1,1
9,14,929.00,434.00,46.00,116.00,1,1,1,1
9,15,977.00,460.00,33.00,95.00,1,1,1,1
9,16,678.00,493.00,53.00,105.00,1,1,1,1
9,18,595.00,426.00,18.00,43.00,1,1,1,1
9,21,984.00,455.00,25.00,66.00,1,1,1,1
9,23,419.00,463.00,29.00,78.00,1,1,1,1
9,25,640.00,461.00,59.00,181.00,1,1,1,1
9,29,1374.00,435.00,48.00,136.00,1,1,1,1
11,1,1020.00,441.00,35.00,99.00,1,1,1,1
11,2,1253.00,450.00,37.00,95.00,1,1,1,1
11,3,1400.00,421.00,163.00,362.00,1,1,1,1
11,4,480.00,450.00,88.00,264.00,1,1,1,1
11,5,578.00,439.00,97.00,276.00,1,1,1,1
11,6,1053.00,482.00,37.00,112.00,1,1,1,1
11,7,836.00,471.00,50.00,77.00,1,1,1,1
11,8,1090.00,485.00,34.00,112.00,1,1,1,1
11,9,373.00,445.00,42.00,100.00,1,1,1,1
11,10,1099.00,440.00,41.00,106.00,1,1,1,1
11,11,730.00,474.00,43.00,91.00,1,1,1,1
11,12,555.00,460.00,41.00,107.00,1,1,1,1
11,13,1482.00,413.00,191.00,367.00,1,1,1,1
11,14,931.00,433.00,45.00,112.00,1,1,1,1
11,15,988.00,453.00,28.00,79.00,1,1,1,1
11,16,682.00,496.00,52.00,100.00,1,1,1,1
11,18,595.00,425.00,17.00,45.00,1,1,1,1
11,21,984.00,454.00,23.00,62.00,1,1,1,1
11,23,415.00,457.00,33.00,87.00,1,1,1,1
11,25,645.00,461.00,59.00,182.00,1,1,1,1
11,29,1387.00,437.00,45.00,126.00,1,1,1,1
13,1,1017.00,440.00,34.00,95.00,1,1,1,1
13,2,1254.00,452.00,36.00,95.00,1,1,1,1
13,3,1422.00,421.00,168.00,378.00,1,1,1,1
13,4,482.00,450.00,92.00,271.00,1,1,1,1
13,5,581.00,446.00,93.00,268.00,1,1,1,1
13,6,1055.00,483.00,36.00,111.00,1,1,1,1
13,7,834.00,470.00,51.00,78.00,1,1,1,1
13,8,1089.00,484.00,35.00,115.00,1,1,1,1
13,9,373.00,444.00,43.00,103.00,1,1,1,1
13,10,1099.00,440.00,40.00,105.00,1,1,1,1
13,11,729.00,479.00,39.00,85.00,1,1,1,1
13,12,557.00,460.00,41.00,110.00,1,1,1,1
13,13,1506.00,417.00,186.00,361.00,1,1,1,1
13,14,931.00,434.00,45.00,112.00,1,1,1,1
13,15,991.00,456.00,27.00,77.00,1,1,1,1
13,16,682.00,499.00,49.00,96.00,1,1,1,1
13,18,595.00,428.00,16.00,40.00,1,1,1,1
13,21,982.00,454.00,25.00,63.00,1,1,1,1
13,23,419.00,464.00,30.00,80.00,1,1,1,1
13,25,646.00,457.00,58.00,182.00,1,1,1,1
13,29,1391.00,432.00,46.00,127.00,1,1,1,1
14,1,1020.00,443.00,32.00,89.00,1,1,1,1
14,2,1254.00,450.00,37.00,98.00,1,1,1,1
14,3,1430.00,409.00,173.00,391.00,1,1,1,1
14,4,489.00,453.00,90.00,268.00,1,1,1,1
14,5,584.00,445.00,93.00,269.00,1,1,1,1
14,6,1053.00,480.00,38.00,116.00,1,1,1,1
14,7,838.00,472.00,48.00,73.00,1,1,1,1
14,8,1088.00,486.00,35.00,113.00,1,1,1,1
14,9,375.00,448.00,41.00,101.00,1,1,1,1
14,10,1099.00,441.00,40.00,103.00,1,1,1,1
14,11,728.00,478.00,39.00,84.00,1,1,1,1
14,12,558.00,461.00,43.00,111.00,1,1,1,1
14,13,1516.00,412.00,189.00,373.00,1,1,1,1
14,14,934.00,437.00,41.00,105.00,1,1,1,1
14,15,990.00,454.00,31.00,88.00,1,1,1,1
14,16,683.00,499.00,49.00,94.00,1,1,1,1
14,18,595.00,428.00,16.00,40.00,1,1,1,1
14,21,983.00,454.00,25.00,63.00,1,1,1,1
14,23,419.00,462.00,31.00,82.00,1,1,1,1
14,25,658.00,469.00,52.00,159.00,1,1,1,1
14,29,1394.00,430.00,49.00,134.00,1,1,1,1
14,32,1302.00,420.00,49.00,125.00,1,1,1,1
16,1,1019.00,445.00,33.00,91.00,1,1,1,1
16,2,1254.00,448.00,38.00,99.00,1,1,1,1
16,3,1434.00,414.00,175.00,399.00,1,1,1,1
16,4,492.00,458.00,89.00,264.00,1,1,1,1
16,5,580.00,449.00,94.00,270.00,1,1,1,1
16,6,1054.00,485.00,36.00,109.00,1,1,1,1
16,7,836.00,474.00,49.00,75.00,1,1,1,1
16,8,1088.00,485.00,35.00,113.00,1,1,1,1
16,9,374.00,446.00,43.00,103.00,1,1,1,1
16,10,1099.00,439.00,41.00,106.00,1,1,1,1
16,11,728.00,481.00,40.00,83.00,1,1,1,1
16,12,560.00,461.00,43.00,113.00,1,1,1,1
16,13,1533.00,422.00,191.00,373.00,1,1,1,1
16,14,933.00,437.00,42.00,107.00,1,1,1,1
16,15,992.00,454.00,30.00,84.00,1,1,1,1
