2,1,1471.00,413.00,68.00,175.00,1,1,1,1
2,2,463.00,428.00,70.00,184.00,1,1,1,1
2,3,664.00,416.00,79.00,197.00,1,1,1,1
2,4,1106.00,416.00,31.00,86.00,1,1,1,1
2,5,1363.00,397.00,71.00,229.00,1,1,1,1
2,6,1167.00,415.00,40.00,107.00,1,1,1,1
2,7,542.00,429.00,64.00,183.00,1,1,1,1
2,8,583.00,420.00,59.00,184.00,1,1,1,1
2,9,1216.00,405.00,41.00,120.00,1,1,1,1
2,10,722.00,413.00,57.00,188.00,1,1,1,1
2,11,1196.00,416.00,31.00,101.00,1,1,1,1
2,12,799.00,428.00,21.00,60.00,1,1,1,1
2,13,398.00,431.00,24.00,65.00,1,1,1,1
2,14,851.00,431.00,23.00,70.00,1,1,1,1
2,15,628.00,425.00,53.00,145.00,1,1,1,1
2,17,834.00,427.00,26.00,70.00,1,1,1,1
2,18,773.00,423.00,22.00,65.00,1,1,1,1
2,19,954.00,400.00,44.00,128.00,1,1,1,1
2,20,820.00,435.00,19.00,53.00,1,1,1,1
4,1,1461.00,416.00,70.00,181.00,1,1,1,1
4,2,447.00,425.00,72.00,189.00,1,1,1,1
4,3,655.00,416.00,77.00,195.00,1,1,1,1
4,4,1097.00,416.00,30.00,83.00,1,1,1,1
4,5,1356.00,391.00,71.00,231.00,1,1,1,1
4,6,1153.00,420.00,39.00,104.00,1,1,1,1
4,7,527.00,425.00,63.00,177.00,1,1,1,1
4,8,570.00,422.00,57.00,179.00,1,1,1,1
4,9,1209.00,408.00,41.00,119.00,1,1,1,1
4,10,710.00,415.00,56.00,182.00,1,1,1,1
4,11,1184.00,417.00,33.00,105.00,1,1,1,1
4,12,791.00,427.00,21.00,61.00,1,1,1,1
4,13,380.00,429.00,26.00,70.00,1,1,1,1
4,14,841.00,434.00,21.00,64.00,1,1,1,1
4,15,623.00,426.00,49.00,134.00,1,1,1,1
4,17,822.00,424.00,26.00,71.00,1,1,1,1
4,18,760.00,425.00,22.00,64.00,1,1,1,1
4,19,952.00,401.00,44.00,126.00,1,1,1,1
4,20,808.00,433.00,21.00,61.00,1,1,1,1
6,1,1447.00,421.00,66.00,171.00,1,1,1,1
6,2,436.00,425.00,70.00,186.00,1,1,1,1
6,3,647.00,419.00,81.00,205.00,1,1,1,1
6,4,1088.00,419.00,31.00,88.00,1,1,1,1
6,5,1351.00,386.00,78.00,253.00,1,1,1,1
6,6,1140.00,428.00,38.00,103.00,1,1,1,1
6,7,517.00,433.00,60.00,172.00,1,1,1,1
6,8,555.00,420.00,61.00,189.00,1,1,1,1
6,9,1192.00,412.00,41.00,116.00,1,1,1,1
6,10,705.00,416.00,55.00,179.00,1,1,1,1
6,11,1166.00,423.00,32.00,101.00,1,1,1,1
6,12,778.00,434.00,20.00,57.00,1,1,1,1
6,13,364.00,435.00,25.00,68.00,1,1,1,1
6,14,831.00,433.00,21.00,65.00,1,1,1,1
6,15,614.00,431.00,46.00,124.00,1,1,1,1
6,17,814.00,435.00,22.00,59.00,1,1,1,1
6,18,748.00,432.00,20.00,58.00,1,1,1,1
6,19,928.00,410.00,41.00,118.00,1,1,1,1
6,20,798.00,435.00,22.00,62.00,1,1,1,1
8,1,1428.00,423.00,71.00,181.00,1,1,1,1
8,2,427.00,426.00,71.00,184.00,1,1,1,1
8,3,635.00,425.00,81.00,203.00,1,1,1,1
8,4,1078.00,427.00,30.00,82.00,1,1,1,1
8,5,1353.00,399.00,75.00,240.00,1,1,1,1
8,6,1130.00,429.00,39.00,105.00,1,1,1,1
8,7,507.00,440.00,58.00,165.00,1,1,1,1
8,8,549.00,433.00,59.00,181.00,1,1,1,1
