1,0,103.12,548.62,73.69,246.38,1
1,1,1734.00,458.25,72.00,216.00,1
1,2,370.69,413.25,81.56,236.25,1
1,3,1356.00,572.25,90.00,226.50,1
1,4,1097.25,979.50,72.00,100.50,1
1,5,0.29,879.75,43.07,198.00,1
1,6,1103.25,209.62,55.50,178.50,1
1,7,1042.50,132.56,67.50,181.88,1
1,8,226.31,399.00,61.50,203.25,1
1,9,1788.00,205.50,60.00,182.62,1
1,10,1633.50,262.88,66.00,179.25,1
1,11,409.88,93.37,54.00,165.38,1
1,12,542.62,141.38,60.75,184.12,1
1,13,793.50,146.44,60.00,172.50,1
1,14,872.25,121.03,57.00,178.22,1
1,15,631.50,758.25,46.50,163.50,1
1,16,915.00,127.31,46.50,165.38,1
1,17,1446.00,250.12,58.50,168.00,1
1,18,675.75,284.44,60.75,127.31,1
1,19,1477.50,71.06,60.00,147.19,1
1,20,500.25,129.38,54.00,172.88,1
1,21,285.00,119.62,58.50,172.50,1
1,22,1194.00,34.08,81.00,117.05,1
1,23,683.25,197.62,78.75,129.38,1
3,0,103.21,548.29,73.71,246.66,1
3,1,1731.42,457.04,74.16,216.92,1
3,2,372.05,411.03,81.46,237.70,1
3,3,1357.25,572.14,89.00,226.73,1
3,4,1103.87,977.43,72.25,101.64,1
3,5,0.22,876.66,42.81,199.67,1
3,6,1090.06,205.29,62.39,185.49,1
3,7,1045.83,134.09,62.33,172.81,1
3,8,223.68,397.30,62.64,204.41,1
3,9,1792.48,204.63,60.04,183.05,1
3,10,1631.42,261.55,64.16,181.16,1
3,11,408.97,91.21,55.05,165.58,1
3,12,542.44,143.80,61.11,182.65,1
3,13,792.21,145.95,61.09,173.00,1
3,14,874.06,122.81,57.88,176.64,1
3,15,630.45,755.73,47.84,167.03,1
3,16,917.87,127.77,45.26,162.95,1
3,17,1442.55,245.93,60.91,171.14,1
3,18,675.75,284.44,60.75,127.31,1
3,19,1476.15,69.39,61.20,148.48,1
3,20,497.66,131.04,55.44,171.70,1
3,21,285.66,120.08,57.93,171.97,1
3,22,1195.62,28.09,80.76,125.31,1
3,23,683.25,197.62,78.75,129.38,1
3,24,351.19,102.84,59.44,173.53,1
5,0,103.38,548.47,73.37,246.29,1
5,1,1729.72,456.23,74.57,215.63,1
5,2,373.79,407.62,81.85,239.39,1
5,3,1357.46,572.57,88.67,226.57,1
5,4,1110.51,976.05,72.48,102.81,1
5,5,0.44,873.47,43.39,202.98,1
5,6,1075.11,202.67,72.77,191.85,1
5,7,1044.06,133.53,61.72,169.01,1
5,8,219.72,393.95,64.67,206.01,1
5,9,1795.54,204.31,60.10,183.61,1
5,10,1628.87,262.18,63.25,179.32,1
5,11,409.15,88.00,56.77,167.52,1
5,12,541.20,144.86,59.36,179.66,1
5,13,792.73,145.45,61.37,173.01,1
5,14,877.40,128.68,55.69,175.26,1
5,15,629.88,756.22,47.54,165.98,1
5,16,919.63,129.92,44.82,160.96,1
5,17,1440.23,246.19,62.45,173.14,1
5,18,675.75,284.44,60.75,127.31,1
5,19,1478.97,71.15,59.02,145.54,1
5,20,498.90,129.86,56.27,174.63,1
5,21,286.22,120.82,57.55,170.85,1
5,22,1195.87,24.30,83.26,129.21,1
5,23,683.25,197.62,78.75,129.38,1
5,24,351.19,102.84,59.44,173.53,1
5,25,705.38,1.78,53.25,151.31,1
7,0,103.45,548.49,73.24,246.26,1
7,1,1726.11,455.33,76.21,215.70,1
7,2,375.24,404.97,81.45,238.75,1
7,3,1357.56,572.35,88.43,225.84,1
7,4,1116.76,976.17,70.91,102.39,1
7,5,0.71,870.20,44.59,206.54,1
7,6,1060.79,199.62,85.78,196.91,1
7,7,1043.69,132.58,60.43,158.31,1
7,8,216.79,390.76,65.46,204.52,1
7,9,1799.23,205.67,58.66,183.02,1
7,10,1628.09,261.49,61.40,177.25,1
7,11,409.28,86.37,58.18,168.53,1
7,12,541.23,146.45,58.59,180.42,1
7,13,793.15,145.13,60.79,172.84,1
7,14,880.09,127.58,54.82,175.35,1
7,15,629.72,754.26,48.28,167.35,1
7,16,920.51,132.48,44.76,160.78,1
7,17,1436.14,243.52,63.80,174.54,1
7,18,675.75,284.44,60.75,127.31,1
7,19,1479.68,71.65,58.22,144.77,1
7,20,499.58,131.52,56.20,175.84,1
7,21,286.79,121.57,57.17,169.73,1
7,22,1193.52,29.29,82.11,129.42,1
7,23,683.25,197.62,78.75,129.38,1
7,24,351.19,102.84,59.44,173.53,1
7,25,705.38,1.78,53.25,151.31,1
7,26,215.62,126.28,50.62,162.84,1
9,0,103.82,547.42,75.84,249.92,1
9,1,1724.63,454.63,75.56,213.16,1
9,2,376.68,401.38,81.44,237.46,1
9,3,1357.03,572.69,88.26,224.86,1
9,4,1124.47,976.05,69.58,102.67,1
9,5,0.77,865.65,45.93,210.22,1
9,6,1053.45,198.64,94.06,196.76,1
9,7,1041.31,134.66,61.22,156.60,1
9,8,216.16,384.71,70.35,206.47,1
9,9,1800.71,209.53,59.21,183.72,1
9,10,1625.73,259.42,60.72,178.15,1
9,11,409.89,87.12,57.89,168.30,1
9,12,539.93,148.65,59.36,183.29,1
9,13,793.02,145.27,61.08,172.72,1
9,14,884.41,123.97,64.08,185.75,1
9,15,630.01,755.08,48.47,166.33,1
9,16,921.93,134.96,44.34,159.27,1
9,17,1434.05,242.09,62.86,172.30,1
9,18,675.75,284.44,60.75,127.31,1
9,19,1479.38,71.77,58.22,145.05,1
9,20,496.33,135.31,56.83,177.53,1
9,21,287.35,122.33,56.79,168.59,1
9,22,1200.02,31.85,76.11,124.24,1
9,23,683.25,197.62,78.75,129.38,1
9,24,351.19,102.84,59.44,173.53,1
9,25,705.38,1.78,53.25,151.31,1
9,26,215.62,126.28,50.62,162.84,1
11,0,103.82,547.40,77.36,250.99,1
11,1,1724.45,454.55,75.23,211.78,1
11,2,377.53,398.95,81.49,234.40,1
11,3,1356.50,572.44,88.97,225.89,1
11,4,1130.29,976.08,68.15,102.69,1
11,5,0.10,861.88,46.04,214.11,1
11,6,1047.36,197.02,97.36,194.84,1
11,7,1040.60,134.95,59.46,152.11,1
11,8,212.69,366.95,72.74,215.82,1
11,9,1801.46,213.28,60.64,183.71,1
11,10,1623.01,258.50,60.24,178.07,1
11,11,410.27,85.77,58.42,169.84,1
11,12,537.62,149.22,61.83,188.27,1
11,13,793.22,145.54,60.64,172.28,1
11,14,884.58,125.10,68.40,187.52,1
11,15,632.47,752.24,55.08,173.49,1
11,16,923.36,137.44,43.91,157.74,1
11,17,1431.21,239.81,63.34,173.61,1
11,18,675.75,284.44,60.75,127.31,1
11,19,1479.24,71.70,58.22,145.08,1
11,20,495.81,141.43,55.53,173.90,1
11,21,285.56,123.78,56.28,167.19,1
11,22,1201.41,32.42,74.14,123.35,1
11,23,683.25,197.62,78.75,129.38,1
11,24,351.19,102.84,59.44,173.53,1
11,25,705.38,1.78,53.25,151.31,1
11,26,215.62,126.28,50.62,162.84,1
