2,1,20,148,78,195,1,1,1.0
4,1,26,146,79,202,1,1,1.0
6,1,33,142,81,210,1,1,1.0
8,1,40,140,82,217,1,1,1.0
10,1,50,138,84,224,1,1,1.0
12,1,65,136,85,231,1,1,1.0
14,1,75,134,87,238,1,1,1.0
16,1,87,127,89,247,1,1,1.0
18,1,82,124,92,258,1,1,1.0
20,1,79,111,97,271,1,1,1.0
22,1,71,105,102,285,1,1,1.0
24,1,71,105,107,300,1,1,1.0
26,1,67,98,112,316,1,1,1.0
28,1,64,92,119,333,1,1,1.0
30,1,49,82,131,349,1,1,1.0
32,1,56,76,132,367,1,1,1.0
33,1,61,72,133,374,1,1,1.0
35,1,71,70,141,392,1,1,1.0
37,1,73,63,147,409,1,1,1.0
39,1,66,48,158,436,1,1,0.99085
41,1,55,46,166,443,1,1,0.97973
43,1,43,30,178,472,1,1,0.95349
45,1,33,23,188,486,1,1,0.94045
47,1,23,5,199,510,1,1,0.93151
49,1,12,5,209,515,1,1,0.92248
51,1,19,2,203,521,1,1,0.91762
53,1,1,-4,229,540,1,1,0.88725
56,1,-9,-14,241,573,1,1,0.80168
58,1,-13,-18,246,620,1,1,0.72914
60,1,-13,-18,246,620,1,1,0.72914
62,1,-14,-18,246,620,1,1,0.72601
64,1,-14,-18,247,620,1,1,0.7262
66,1,-14,-18,247,620,1,1,0.7262
68,1,-15,-18,248,620,1,1,0.72328
70,1,-15,-19,248,621,1,1,0.72212
73,1,-15,-19,248,621,1,1,0.72212
75,1,-16,-19,249,621,1,1,0.71923
77,1,-16,-19,249,621,1,1,0.71923
79,1,-17,-19,250,621,1,1,0.71636
82,1,-18,-20,250,622,1,1,0.71214
85,1,-18,-20,251,622,1,1,0.71237
88,1,-19,-20,252,622,1,1,0.70956
91,1,-20,-20,253,622,1,1,0.70677
94,1,-20,-21,253,623,1,1,0.70563
97,1,-20,-21,253,623,1,1,0.70563
99,1,-21,-21,254,623,1,1,0.70287
101,1,-21,-22,254,624,1,1,0.70174
103,1,-22,-22,255,624,1,1,0.699
106,1,-22,-22,255,624,1,1,0.699
109,1,-23,-22,255,624,1,1,0.696
115,1,-25,-23,258,625,1,1,0.6898
121,1,-16,-25,257,626,1,1,0.71511
124,1,-6,-25,250,625,1,1,0.74539
126,1,-5,-25,251,625,1,1,0.74852
128,1,-9,-26,258,626,1,1,0.73599
131,1,2,-26,248,626,1,1,0.76555
133,1,0,-26,249,626,1,1,0.76249
136,1,-29,-25,270,627,1,1,0.67972
139,1,-29,-26,263,628,1,1,0.6764
142,1,-29,-26,257,628,1,1,0.67438
145,1,-30,-26,254,628,1,1,0.67035
147,1,-24,-17,251,593,1,1,0.72791
150,1,-22,-13,250,553,1,1,0.78703
153,1,-32,-27,257,629,1,1,0.66445
154,1,-32,-27,257,629,1,1,0.66445
156,1,-33,-27,258,629,1,1,0.66189
158,1,-34,-27,258,629,1,1,0.65894
160,1,-34,-28,259,630,1,1,0.6583
162,1,-34,-28,259,630,1,1,0.6583
164,1,-34,-28,259,630,1,1,0.6583
166,1,-34,-28,259,630,1,1,0.6583
169,1,-35,-29,260,631,1,1,0.65474
172,1,-36,-29,261,631,1,1,0.65224
174,1,-36,-29,261,631,1,1,0.65224
176,1,-37,-29,262,631,1,1,0.64976
178,1,-37,-29,263,631,1,1,0.65017
180,1,-38,-30,264,632,1,1,0.6467
183,1,-38,-30,264,632,1,1,0.6467
186,1,-39,-30,264,632,1,1,0.64383
189,1,-39,-31,265,633,1,1,0.64325
195,1,-40,-32,267,634,1,1,0.64026
198,1,-42,-32,268,634,1,1,0.63507
200,1,-42,-32,269,634,1,1,0.63552
203,1,-42,-32,267,634,1,1,0.63462
205,1,-42,-32,265,634,1,1,0.63371
208,1,-42,-32,252,634,1,1,0.62743
211,1,-43,-32,240,634,1,1,0.6179
213,1,-42,-32,231,634,1,1,0.6158
215,1,-42,-32,234,634,1,1,0.61759
218,1,-42,-32,241,634,1,1,0.62159
220,1,-42,-32,248,634,1,1,0.62537
222,1,-41,-31,254,633,1,1,0.6324
225,1,-38,-29,260,631,1,1,0.64601
228,1,-27,-20,246,585,1,1,0.72626
231,1,-13,-10,241,575,1,1,0.78512
234,1,-1,-1,236,560,1,1,0.84839
236,1,-2,-13,236,548,1,1,0.86325
238,1,21,-1,226,528,1,1,0.90737
241,1,29,12,241,507,1,1,0.92323
243,1,44,2,236,510,1,1,0.93738
245,1,57,2,230,512,1,1,0.93372
247,1,73,5,216,511,1,1,0.92969
249,1,95,2,199,515,1,1,0.92829
251,1,112,3,197,510,1,1,0.93542
254,1,135,25,201,504,1,1,0.90297
256,1,156,24,196,499,1,1,0.914
258,1,156,23,201,499,1,1,0.916
260,1,141,17,200,502,1,1,0.92247
262,1,112,9,206,508,1,1,0.92731
264,1,92,3,206,524,1,1,0.91048
266,1,75,2,216,535,1,1,0.89366
268,1,62,-6,227,549,1,1,0.87273
270,1,52,-38,246,551,1,1,0.86957
273,1,37,-102,237,562,1,1,0.81705
275,1,27,-63,233,567,1,1,0.84507
277,1,30,3,228,502,1,1,0.9503
279,1,8,23,207,495,1,1,0.92339
281,1,-61,0,207,503,1,1,0.6685
283,1,-76,14,194,509,1,1,0.55411
285,1,-46,16,183,494,1,1,0.69944
287,1,-46,36,196,494,1,1,0.68451
289,1,-13,47,173,477,1,1,0.8349
291,1,0,49,186,475,1,1,0.90271
293,1,0,40,198,456,1,1,0.96014
296,1,34,46,186,463,1,1,0.9375
298,1,40,52,198,462,1,1,0.92657
300,1,63,47,188,452,1,1,0.73502
302,1,87,31,191,464,1,1,0.38306
304,1,92,40,196,446,1,1,0.040064
306,1,91,50,197,452,1,1,0.20662
308,1,117,50,179,445,1,1,0.59056
310,1,126,46,166,445,1,1,0.97534
312,1,119,47,163,465,1,1,0.93133
314,1,112,58,175,455,1,1,0.92763
316,1,116,58,183,455,1,1,0.92763
318,1,128,50,181,455,1,1,0.94518
320,1,145,50,185,474,1,1,0.90737
322,1,154,47,214,458,1,1,0.94553
325,1,187,35,214,459,1,1,0.96957
328,1,212,30,206,493,1,1,0.91296
330,1,223,28,203,476,1,1,0.94969
332,1,225,27,206,470,1,1,0.96391
335,1,229,24,206,491,1,1,0.92886
338,1,239,9,192,495,1,1,0.95161
340,1,232,3,203,492,1,1,0.96957
342,1,249,4,199,504,1,1,0.94455
344,1,270,5,209,505,1,1,0.94071
346,1,296,-2,211,509,1,1,0.94118
348,1,313,-16,211,534,1,1,0.8972
351,1,329,-16,216,547,1,1,0.87591
353,1,333,-17,214,549,1,1,0.87273
356,1,352,-29,215,555,1,1,0.86331
359,1,353,8,214,530,1,1,0.89077
361,1,352,14,216,525,1,1,0.88783
364,1,359,13,200,511,1,1,0.91406
366,1,353,10,205,522,1,1,0.90057
369,1,382,13,206,543,1,1,0.86029
372,1,397,-5,232,553,1,1,0.86643
374,1,429,-27,228,584,1,1,0.7596
377,1,482,-33,264,601,1,1,0.47841
379,1,523,-32,263,633,1,1,0.3384
2,2,24,134,69,191,1,1,0.072917
4,2,34,131,68,196,1,1,0.076142
6,2,41,129,71,202,1,1,0.064039
8,2,49,128,77,205,1,1,0.10655
10,2,61,127,79,208,1,1,0.12368
12,2,76,126,77,212,1,1,0.083604
14,2,89,122,77,219,1,1,0.10303
16,2,99,117,77,225,1,1,0.044248
18,2,102,112,80,233,1,1,0.14498
20,2,96,103,85,243,1,1,0.08902
22,2,97,101,89,252,1,1,0.15797
24,2,97,99,92,261,1,1,0.13847
26,2,98,97,93,269,1,1,0.13089
28,2,99,91,91,278,1,1,0.079398
30,2,103,84,91,290,1,1,0.15217
32,2,109,74,93,305,1,1,0.1545
33,2,112,69,93,311,1,1,0.12551
35,2,119,69,98,319,1,1,0.053472
37,2,127,69,102,324,1,1,0.087379
39,2,132,66,101,332,1,1,0.088235
41,2,136,64,100,339,1,1,0.14851
43,2,128,57,108,350,1,1,0.13761
45,2,120,51,116,360,1,1,0.12821
47,2,117,47,123,367,1,1,0.14516
49,2,114,42,130,374,1,1,0.17557
51,2,115,35,129,383,1,1,0.16923
53,2,115,28,128,392,1,1,0.10078
56,2,111,24,137,402,1,1,0.11594
58,2,110,22,140,409,1,1,0.12057
60,2,113,20,141,416,1,1,0.14789
62,2,116,20,140,417,1,1,0.17021
64,2,119,22,138,413,1,1,0.17266
66,2,119,21,138,414,1,1,0.17266
68,2,116,17,140,419,1,1,0.16312
70,2,118,15,138,421,1,1,0.16547
73,2,130,15,130,419,1,1,0.20611
75,2,131,13,131,423,1,1,0.2197
77,2,131,11,132,427,1,1,0.22556
79,2,136,9,129,428,1,1,0.24615
82,2,135,11,133,423,1,1,0.26866
85,2,118,20,155,406,1,1,0.25641
88,2,105,23,155,406,1,1,0.17308
91,2,100,24,168,406,1,1,0.2071
94,2,103,24,178,407,1,1,0.26816
97,2,113,23,171,414,1,1,0.29651
99,2,128,20,158,415,1,1,0.33333
101,2,143,17,145,415,1,1,0.37671
103,2,143,17,145,415,1,1,0.37671
106,2,143,17,145,415,1,1,0.37671
